,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Duty
11226,middle,middle,top,middle,top,middle,middle,top,top,top,top,top,top,top,top,top,top,top,middle,top,top,middle,middle,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,2
11227,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,middle,middle,middle,top,middle,bottom,middle,middle,top,bottom,middle,bottom,bottom,middle,bottom,middle,bottom,bottom,bottom,top,middle,middle,top,top,0
11228,middle,top,middle,middle,top,middle,middle,middle,top,top,top,top,middle,top,top,top,top,top,middle,top,middle,middle,middle,top,middle,bottom,middle,middle,bottom,bottom,bottom,bottom,bottom,3
11229,top,middle,top,middle,top,middle,middle,middle,top,top,top,top,top,top,top,top,middle,top,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
11230,bottom,top,middle,bottom,middle,middle,middle,middle,middle,top,top,middle,middle,middle,middle,top,middle,top,middle,top,middle,bottom,middle,middle,middle,top,top,middle,bottom,bottom,bottom,bottom,bottom,1
11231,middle,middle,middle,middle,top,middle,middle,middle,top,top,top,top,top,top,top,top,top,top,top,top,bottom,middle,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,3
11232,top,middle,top,middle,top,top,top,middle,top,top,top,top,top,top,top,top,top,top,top,middle,middle,middle,top,middle,middle,middle,top,middle,bottom,bottom,bottom,bottom,bottom,1
11233,middle,middle,top,middle,top,top,top,top,top,top,top,top,middle,top,top,top,top,top,top,middle,middle,top,top,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
11234,bottom,middle,middle,middle,middle,middle,bottom,middle,middle,top,top,top,middle,top,middle,top,top,middle,middle,top,top,middle,middle,middle,middle,top,middle,top,bottom,bottom,bottom,bottom,bottom,1
11235,middle,top,middle,middle,bottom,bottom,middle,middle,middle,middle,middle,middle,top,middle,middle,top,middle,top,middle,top,middle,bottom,top,middle,top,middle,top,middle,bottom,bottom,bottom,bottom,bottom,1
11236,bottom,top,middle,bottom,middle,middle,middle,middle,top,top,top,top,top,top,middle,top,top,top,middle,top,top,middle,middle,middle,middle,middle,top,top,bottom,bottom,bottom,bottom,bottom,1
11237,bottom,top,middle,bottom,bottom,bottom,bottom,middle,middle,top,top,middle,middle,middle,bottom,top,top,top,bottom,top,middle,bottom,bottom,bottom,middle,top,middle,middle,bottom,bottom,bottom,bottom,bottom,1
11238,middle,middle,top,middle,top,middle,middle,middle,top,top,top,top,middle,top,middle,top,top,top,top,top,top,middle,middle,middle,middle,top,middle,top,bottom,bottom,bottom,bottom,bottom,2
11239,middle,top,top,middle,middle,middle,middle,top,top,top,middle,middle,middle,top,middle,top,middle,top,middle,top,top,middle,middle,middle,middle,middle,top,top,bottom,bottom,bottom,bottom,bottom,2
11240,top,top,top,middle,middle,middle,middle,middle,top,top,top,top,middle,top,top,top,top,top,middle,top,bottom,top,middle,top,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
11241,middle,middle,top,middle,top,top,middle,middle,top,top,top,top,middle,top,top,middle,top,middle,middle,middle,middle,top,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,3
11242,middle,middle,top,middle,middle,middle,middle,middle,top,top,top,top,top,top,top,top,top,top,middle,top,top,middle,middle,middle,middle,top,top,middle,bottom,bottom,bottom,bottom,bottom,2
11243,top,middle,middle,middle,top,middle,middle,middle,top,top,top,top,middle,top,top,top,top,top,middle,middle,bottom,middle,middle,top,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,3
11244,bottom,middle,middle,bottom,middle,middle,middle,middle,middle,top,top,top,top,middle,middle,top,top,top,bottom,top,top,middle,middle,middle,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,1
11245,middle,middle,top,middle,top,top,top,middle,top,top,top,top,middle,top,top,top,top,middle,middle,middle,middle,middle,middle,top,middle,bottom,middle,middle,bottom,bottom,bottom,bottom,bottom,2
11246,middle,middle,top,middle,top,middle,middle,middle,top,top,top,top,top,top,top,middle,middle,middle,middle,middle,bottom,top,middle,middle,top,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,2
11247,middle,top,top,middle,middle,middle,middle,top,middle,middle,middle,middle,middle,middle,top,middle,top,top,middle,top,top,middle,middle,middle,middle,top,top,middle,bottom,bottom,bottom,bottom,bottom,2
11248,top,middle,top,top,top,middle,middle,middle,top,top,top,top,top,top,top,middle,middle,middle,top,middle,middle,top,top,top,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
11249,middle,top,middle,top,top,middle,middle,middle,top,top,top,top,top,top,top,top,top,top,middle,middle,bottom,top,top,top,top,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,2
11250,middle,middle,top,middle,top,top,top,top,top,top,middle,top,middle,top,middle,top,top,middle,middle,top,middle,middle,top,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
11251,middle,top,top,bottom,top,middle,middle,top,top,top,top,middle,top,top,middle,middle,top,top,bottom,top,top,top,top,middle,middle,middle,top,top,bottom,bottom,bottom,bottom,bottom,2
11252,middle,middle,middle,middle,middle,middle,middle,middle,middle,top,top,top,middle,top,middle,top,top,top,middle,middle,middle,middle,middle,middle,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,1
11253,middle,top,middle,middle,middle,middle,middle,middle,middle,top,top,top,top,middle,middle,top,top,top,middle,top,top,middle,middle,middle,middle,top,top,middle,bottom,bottom,bottom,bottom,bottom,1
11254,middle,middle,top,middle,top,middle,top,top,top,top,top,top,middle,top,middle,middle,top,middle,top,middle,middle,top,top,middle,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
11255,middle,middle,top,top,top,top,top,top,top,top,top,top,middle,top,top,top,top,middle,top,middle,middle,middle,top,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,2
11256,middle,middle,top,middle,middle,top,top,top,top,top,top,top,top,top,top,top,middle,top,top,top,top,top,top,middle,top,top,middle,middle,bottom,bottom,bottom,bottom,bottom,2
11257,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,middle,middle,middle,bottom,middle,bottom,middle,bottom,bottom,bottom,bottom,middle,bottom,middle,bottom,bottom,bottom,top,top,top,top,top,0
11258,middle,middle,top,bottom,middle,middle,middle,middle,middle,middle,middle,top,top,middle,middle,top,top,top,middle,middle,top,middle,middle,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
11259,middle,top,top,middle,top,middle,middle,middle,top,top,top,top,middle,top,top,middle,middle,middle,top,middle,top,middle,top,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
11260,top,middle,middle,middle,top,middle,middle,middle,top,top,top,top,middle,top,middle,top,top,top,top,middle,bottom,top,top,middle,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,3
11261,middle,top,top,middle,middle,middle,middle,middle,top,middle,middle,middle,middle,middle,middle,top,top,top,middle,top,middle,middle,middle,middle,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,2
11262,middle,middle,middle,middle,top,middle,middle,middle,middle,top,top,top,middle,middle,bottom,top,middle,middle,middle,middle,top,middle,middle,middle,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,1
11263,bottom,top,middle,bottom,middle,bottom,bottom,bottom,middle,top,top,middle,middle,top,middle,top,top,top,bottom,top,middle,bottom,middle,bottom,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,1
11264,middle,middle,top,middle,top,top,middle,top,top,middle,top,top,middle,middle,middle,top,top,top,middle,middle,middle,middle,middle,middle,middle,middle,top,top,bottom,bottom,bottom,bottom,bottom,1
11265,middle,middle,middle,middle,middle,middle,middle,middle,top,top,top,top,middle,top,middle,top,top,top,middle,middle,middle,middle,middle,middle,middle,middle,top,middle,bottom,bottom,bottom,bottom,bottom,1
11266,middle,top,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,top,middle,top,top,middle,top,top,middle,middle,middle,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,1
11267,bottom,middle,middle,bottom,middle,middle,middle,middle,middle,middle,middle,top,middle,top,middle,top,top,top,middle,top,top,bottom,middle,middle,middle,top,top,middle,bottom,bottom,bottom,bottom,bottom,1
11268,top,top,middle,middle,middle,middle,middle,middle,middle,top,top,middle,middle,top,top,top,middle,top,middle,middle,bottom,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
11269,top,middle,top,top,top,middle,middle,top,top,middle,middle,middle,top,top,top,top,middle,top,middle,top,top,top,top,top,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
11270,middle,middle,top,middle,middle,middle,middle,middle,middle,top,top,top,top,top,top,top,top,top,top,top,middle,top,middle,middle,middle,top,top,middle,bottom,bottom,bottom,bottom,bottom,2
11271,middle,middle,top,middle,top,middle,middle,top,top,top,top,top,middle,top,top,middle,top,top,top,middle,middle,top,top,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
11272,top,middle,top,middle,top,middle,middle,middle,top,top,top,middle,top,top,top,middle,top,top,top,top,middle,top,top,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
11273,bottom,top,middle,bottom,middle,bottom,bottom,middle,middle,top,top,middle,middle,middle,middle,top,top,top,bottom,top,middle,bottom,bottom,middle,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,1
11274,middle,middle,middle,middle,top,middle,middle,middle,top,top,top,top,middle,top,middle,top,top,top,top,middle,middle,middle,middle,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,1
11275,bottom,middle,middle,middle,top,middle,middle,middle,middle,top,top,middle,middle,top,middle,middle,top,top,middle,top,top,middle,middle,middle,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,1
11276,top,top,middle,middle,top,middle,middle,middle,top,middle,middle,top,middle,top,top,top,middle,top,middle,middle,bottom,top,middle,top,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
11277,middle,top,top,middle,middle,middle,middle,middle,top,middle,middle,top,middle,middle,middle,top,top,top,middle,top,top,middle,middle,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,2
11278,middle,top,top,middle,top,top,middle,top,top,middle,middle,top,top,top,top,top,middle,top,top,top,top,top,top,middle,top,middle,top,top,bottom,bottom,bottom,bottom,bottom,1
11279,middle,middle,top,middle,top,middle,middle,middle,top,top,top,top,top,middle,top,top,top,top,middle,top,middle,top,top,middle,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
11280,middle,top,top,middle,middle,middle,middle,middle,middle,top,top,top,top,top,middle,top,top,top,bottom,middle,middle,middle,middle,middle,middle,top,top,middle,bottom,bottom,bottom,bottom,bottom,2
11281,top,middle,top,middle,middle,middle,middle,middle,top,top,top,top,top,top,top,top,middle,top,middle,middle,bottom,top,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
11282,middle,middle,top,middle,top,middle,middle,top,top,top,top,top,top,top,middle,middle,top,middle,middle,top,middle,middle,middle,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
11283,middle,middle,middle,bottom,middle,middle,middle,middle,middle,top,top,middle,middle,middle,middle,top,top,top,bottom,top,top,bottom,middle,middle,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,1
11284,middle,middle,top,middle,top,middle,middle,middle,top,top,top,top,top,top,middle,top,top,middle,middle,middle,middle,middle,top,middle,middle,top,middle,middle,bottom,bottom,bottom,bottom,bottom,1
11285,middle,middle,top,middle,middle,middle,middle,middle,middle,top,top,top,middle,top,middle,top,top,middle,middle,middle,middle,middle,middle,middle,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,1
11286,top,top,middle,top,middle,top,middle,middle,middle,middle,middle,middle,top,top,top,top,middle,top,middle,middle,middle,top,middle,top,top,bottom,middle,bottom,bottom,bottom,bottom,bottom,bottom,3
11287,middle,middle,top,middle,top,middle,middle,top,top,top,top,top,middle,top,top,middle,middle,middle,middle,middle,bottom,middle,middle,top,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
11288,middle,middle,top,middle,middle,middle,middle,top,top,top,top,top,top,top,middle,top,top,top,middle,top,top,middle,middle,top,middle,middle,top,top,bottom,bottom,bottom,bottom,bottom,1
11289,bottom,bottom,middle,bottom,bottom,bottom,bottom,bottom,bottom,middle,middle,bottom,top,middle,middle,middle,bottom,top,bottom,bottom,bottom,bottom,middle,bottom,middle,bottom,bottom,bottom,top,middle,top,top,top,0
11290,middle,middle,middle,bottom,top,middle,bottom,middle,top,top,top,top,middle,top,middle,middle,top,top,bottom,top,middle,top,middle,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,1
11291,top,middle,top,top,top,middle,middle,middle,top,top,top,top,middle,top,middle,top,middle,top,middle,middle,bottom,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
11292,middle,middle,top,middle,top,middle,top,middle,top,top,top,top,top,top,top,top,top,middle,top,middle,bottom,middle,middle,top,top,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,2
11293,middle,bottom,middle,middle,top,top,middle,middle,top,top,top,top,middle,top,middle,middle,middle,middle,middle,middle,bottom,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
11294,middle,middle,top,middle,top,middle,middle,middle,top,top,top,top,middle,top,middle,middle,top,middle,middle,middle,middle,top,top,middle,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
11295,middle,middle,top,middle,top,middle,middle,middle,top,top,top,top,top,top,top,middle,top,middle,middle,middle,middle,middle,middle,middle,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,3
11296,middle,middle,middle,middle,top,middle,middle,middle,top,top,top,middle,top,top,top,middle,top,top,top,middle,middle,top,middle,middle,top,middle,top,middle,bottom,bottom,bottom,bottom,bottom,2
11297,middle,middle,middle,middle,top,middle,middle,middle,top,top,top,top,middle,top,middle,middle,middle,top,middle,middle,bottom,middle,top,middle,top,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,2
11298,middle,middle,top,middle,top,middle,middle,top,top,middle,top,top,top,top,top,middle,top,top,top,middle,middle,top,top,middle,middle,top,top,middle,bottom,bottom,bottom,bottom,bottom,2
11299,top,middle,middle,middle,top,middle,middle,middle,top,top,top,top,middle,top,top,top,top,middle,top,middle,middle,top,middle,top,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,3
11300,middle,top,top,middle,top,top,middle,top,top,middle,middle,middle,top,middle,top,middle,top,top,top,top,middle,middle,top,middle,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,2
11301,bottom,top,middle,bottom,bottom,bottom,bottom,middle,middle,middle,middle,middle,middle,top,bottom,top,middle,top,bottom,middle,top,bottom,bottom,bottom,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
11302,middle,middle,top,middle,top,top,middle,top,top,top,top,top,middle,top,top,top,top,top,top,middle,top,middle,top,middle,middle,top,top,middle,bottom,bottom,bottom,bottom,bottom,2
11303,middle,middle,top,top,top,top,middle,top,top,top,middle,top,middle,top,top,top,top,top,middle,top,middle,middle,middle,top,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
11304,top,middle,middle,middle,top,middle,middle,bottom,middle,top,top,top,middle,top,top,top,middle,middle,middle,middle,bottom,top,middle,top,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
11305,middle,middle,top,middle,middle,middle,middle,top,middle,top,top,middle,top,top,top,middle,middle,middle,middle,top,middle,top,middle,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
11306,bottom,middle,top,bottom,middle,bottom,bottom,top,middle,middle,middle,middle,middle,middle,middle,top,top,top,bottom,top,middle,bottom,middle,middle,top,middle,top,middle,bottom,bottom,bottom,bottom,bottom,1
11307,bottom,bottom,bottom,bottom,bottom,bottom,bottom,middle,bottom,middle,middle,middle,middle,middle,bottom,middle,middle,top,bottom,middle,bottom,bottom,middle,bottom,middle,bottom,bottom,bottom,top,top,top,top,top,0
11308,middle,middle,middle,middle,middle,middle,middle,middle,middle,top,top,top,middle,top,middle,top,top,middle,middle,top,middle,middle,middle,middle,middle,middle,top,top,bottom,bottom,bottom,bottom,bottom,1
11309,middle,top,top,middle,middle,middle,middle,top,middle,top,top,top,top,top,middle,top,top,top,middle,top,middle,top,middle,middle,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,1
11310,top,middle,middle,middle,middle,middle,middle,middle,top,top,top,top,middle,top,middle,top,middle,top,top,bottom,bottom,top,middle,top,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
11311,middle,middle,top,middle,top,middle,middle,top,top,top,top,top,top,top,top,top,top,top,middle,middle,top,middle,top,top,top,middle,top,middle,bottom,bottom,bottom,bottom,bottom,2
11312,bottom,top,top,middle,middle,middle,middle,middle,middle,top,middle,top,top,top,middle,top,top,top,middle,top,top,middle,middle,middle,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,1
11313,bottom,middle,middle,bottom,middle,bottom,bottom,middle,middle,middle,middle,middle,top,middle,middle,middle,middle,top,bottom,top,top,bottom,bottom,middle,middle,top,top,middle,bottom,bottom,bottom,bottom,bottom,1
11314,bottom,top,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,top,middle,middle,top,top,top,bottom,middle,top,bottom,middle,middle,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,1
11315,bottom,top,top,bottom,middle,middle,bottom,middle,middle,top,top,top,middle,top,top,middle,top,middle,middle,top,middle,middle,middle,middle,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,1
11316,middle,middle,middle,middle,top,middle,middle,middle,top,top,top,top,middle,top,top,top,top,top,middle,middle,bottom,middle,middle,middle,middle,bottom,bottom,middle,bottom,bottom,bottom,bottom,bottom,2
11317,middle,middle,top,middle,top,middle,middle,top,top,top,top,top,middle,top,top,middle,top,middle,middle,middle,middle,middle,top,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
11318,top,middle,middle,middle,top,middle,middle,middle,top,top,top,top,middle,top,top,middle,middle,middle,middle,bottom,bottom,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
11319,middle,middle,top,middle,top,top,middle,top,top,top,middle,top,middle,top,top,middle,top,middle,middle,middle,middle,middle,top,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
11320,bottom,top,middle,bottom,middle,middle,bottom,middle,middle,top,top,middle,middle,top,middle,top,top,top,bottom,middle,top,bottom,middle,middle,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,1
11321,bottom,middle,top,bottom,middle,middle,top,top,top,middle,middle,top,top,middle,middle,top,top,top,middle,top,top,middle,middle,bottom,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
11322,middle,middle,middle,middle,top,middle,middle,middle,top,top,top,top,top,top,middle,middle,top,middle,middle,top,top,middle,middle,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,1
11323,top,middle,middle,middle,top,top,top,middle,middle,top,top,top,top,top,top,middle,middle,middle,top,bottom,middle,middle,middle,top,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
11324,top,middle,middle,middle,top,middle,bottom,middle,top,top,top,top,middle,middle,top,top,middle,top,middle,middle,bottom,top,middle,top,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
11325,middle,middle,middle,bottom,middle,middle,middle,top,middle,top,top,top,top,top,middle,top,top,top,bottom,top,top,middle,middle,middle,top,middle,top,top,bottom,bottom,bottom,bottom,bottom,2
11326,top,middle,middle,middle,top,middle,middle,middle,top,top,top,top,middle,top,top,middle,middle,middle,top,middle,bottom,top,middle,top,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
11327,middle,top,top,middle,middle,middle,top,middle,top,top,top,top,top,middle,middle,top,top,top,middle,top,middle,top,top,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
11328,middle,top,top,middle,top,middle,middle,top,top,top,top,top,top,top,middle,top,top,top,middle,middle,middle,middle,top,middle,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
11329,bottom,middle,top,bottom,middle,top,middle,top,middle,top,top,top,middle,top,middle,middle,top,top,middle,middle,middle,middle,middle,middle,middle,middle,top,top,bottom,bottom,bottom,bottom,bottom,1
11330,middle,middle,top,middle,top,middle,middle,top,top,top,top,top,top,top,top,middle,top,top,middle,middle,top,middle,top,middle,middle,top,top,middle,bottom,bottom,bottom,bottom,bottom,2
11331,top,top,middle,middle,top,middle,middle,middle,middle,middle,top,middle,top,bottom,top,middle,middle,top,middle,middle,middle,top,top,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,3
11332,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,middle,middle,middle,middle,top,bottom,middle,middle,middle,bottom,bottom,bottom,bottom,middle,bottom,middle,bottom,bottom,bottom,top,middle,middle,top,top,0
11333,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,middle,middle,middle,middle,middle,bottom,middle,bottom,middle,bottom,bottom,bottom,bottom,bottom,middle,middle,bottom,bottom,bottom,top,middle,middle,middle,top,0
11334,bottom,middle,middle,bottom,middle,bottom,bottom,middle,middle,middle,top,middle,middle,middle,middle,middle,middle,top,bottom,top,middle,bottom,middle,middle,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,1
11335,middle,middle,top,middle,top,middle,middle,middle,top,top,top,top,top,top,middle,middle,top,middle,middle,middle,bottom,middle,middle,top,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,2
11336,top,middle,middle,middle,top,middle,top,middle,top,top,top,top,middle,top,top,top,top,middle,top,middle,middle,middle,middle,top,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,2
11337,middle,top,middle,bottom,middle,bottom,bottom,middle,middle,middle,middle,middle,middle,middle,middle,top,top,top,middle,top,top,bottom,middle,middle,middle,middle,top,middle,bottom,bottom,bottom,bottom,bottom,1
11338,middle,middle,middle,middle,top,top,middle,middle,top,top,top,top,middle,top,middle,top,top,top,middle,middle,bottom,middle,middle,middle,top,bottom,middle,middle,bottom,bottom,bottom,bottom,bottom,2
11339,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,middle,middle,middle,middle,middle,bottom,middle,bottom,top,bottom,middle,bottom,bottom,bottom,bottom,middle,bottom,bottom,bottom,top,top,middle,top,top,0
11340,middle,top,top,middle,top,middle,middle,middle,top,middle,top,middle,top,middle,top,top,top,top,middle,top,middle,top,middle,middle,middle,middle,top,middle,bottom,bottom,bottom,bottom,bottom,2
11341,middle,middle,top,middle,top,top,middle,middle,middle,top,top,top,middle,top,top,top,top,top,top,middle,top,middle,middle,middle,middle,middle,top,top,bottom,bottom,bottom,bottom,bottom,1
11342,middle,middle,top,middle,middle,middle,middle,top,top,top,top,middle,middle,middle,middle,middle,top,middle,middle,middle,top,middle,middle,middle,top,middle,top,middle,bottom,bottom,bottom,bottom,bottom,2
11343,bottom,bottom,middle,bottom,bottom,bottom,bottom,bottom,bottom,middle,middle,middle,top,middle,bottom,top,middle,top,bottom,bottom,bottom,bottom,bottom,bottom,middle,bottom,bottom,bottom,top,top,top,top,top,0
11344,bottom,top,middle,middle,middle,middle,bottom,middle,middle,middle,top,middle,middle,middle,middle,top,middle,top,bottom,middle,middle,middle,middle,middle,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,1
11345,bottom,middle,middle,bottom,bottom,bottom,bottom,bottom,middle,top,top,top,top,top,middle,top,middle,middle,bottom,top,top,bottom,middle,middle,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,1
11346,middle,top,top,middle,middle,middle,middle,top,middle,top,middle,middle,middle,middle,middle,top,top,top,middle,top,top,middle,middle,middle,middle,top,top,middle,bottom,bottom,bottom,bottom,bottom,1
11347,middle,middle,middle,middle,top,middle,middle,middle,top,top,top,top,middle,top,middle,middle,middle,middle,middle,middle,bottom,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,2
11348,middle,middle,top,middle,top,middle,middle,top,top,top,top,middle,middle,middle,middle,middle,top,top,middle,top,middle,middle,top,middle,top,top,top,middle,bottom,bottom,bottom,bottom,bottom,2
11349,bottom,middle,middle,bottom,middle,middle,middle,middle,middle,top,top,top,middle,top,bottom,top,top,top,middle,top,top,middle,middle,middle,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,1
11350,middle,middle,top,middle,top,middle,middle,middle,top,top,top,top,middle,middle,top,middle,middle,top,middle,middle,middle,top,middle,middle,top,bottom,middle,middle,bottom,bottom,bottom,bottom,bottom,3
11351,middle,top,top,middle,top,middle,top,top,top,top,top,top,top,top,top,middle,top,middle,middle,top,middle,middle,middle,middle,middle,middle,top,middle,bottom,bottom,bottom,bottom,bottom,2
11352,middle,middle,top,top,top,top,middle,top,top,top,middle,top,top,middle,top,top,middle,top,top,top,middle,top,top,top,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
11353,top,top,middle,top,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,top,top,middle,top,top,middle,bottom,top,middle,top,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
11354,top,middle,middle,middle,middle,middle,middle,middle,middle,top,top,top,middle,top,top,top,top,middle,middle,middle,bottom,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
11355,top,middle,middle,middle,top,middle,middle,bottom,top,middle,middle,top,top,middle,top,middle,middle,top,middle,bottom,bottom,top,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
11356,middle,middle,top,middle,top,middle,middle,middle,top,top,top,top,top,top,top,middle,top,top,middle,top,middle,middle,middle,middle,middle,middle,top,middle,bottom,bottom,bottom,bottom,bottom,2
11357,middle,top,top,middle,middle,middle,top,top,top,middle,middle,top,top,middle,top,top,top,top,top,top,middle,middle,top,middle,middle,top,top,middle,bottom,bottom,bottom,bottom,bottom,2
11358,middle,top,top,middle,top,middle,middle,top,top,top,top,top,middle,top,top,top,top,top,top,top,top,middle,middle,middle,top,middle,top,middle,bottom,bottom,bottom,bottom,bottom,2
11359,bottom,middle,top,middle,top,middle,middle,middle,top,top,top,top,middle,top,middle,top,middle,middle,bottom,middle,middle,middle,middle,middle,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,1
11360,middle,middle,middle,middle,top,middle,middle,middle,top,top,top,top,middle,top,middle,top,middle,middle,middle,bottom,bottom,middle,middle,top,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,2
11361,top,middle,top,middle,top,middle,middle,top,top,top,top,top,middle,top,middle,middle,top,middle,middle,bottom,bottom,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,2
11362,top,middle,middle,middle,top,middle,middle,middle,top,top,top,top,middle,top,middle,middle,top,middle,middle,bottom,bottom,middle,middle,top,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
11363,bottom,top,middle,middle,middle,middle,middle,middle,middle,top,top,top,middle,middle,middle,top,top,top,middle,middle,middle,middle,middle,middle,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,1
